timestamp,energy
2020-07-30 13:00,58207.3984375
2020-07-30 14:00,57780.4296875
2020-07-30 15:00,57658.640625
2020-07-30 16:00,57988.5390625
2020-07-30 17:00,57715.87890625
2020-07-30 18:00,59972.05859375
2020-07-30 19:00,65693.7421875
2020-07-30 20:00,65855.078125
2020-07-30 21:00,65835.078125
2020-07-30 22:00,65748.3515625
2020-07-30 23:00,65025.01953125
2020-07-31 00:00,63734.1015625
2020-07-31 01:00,61858.26171875
2020-07-31 02:00,64388.640625
2020-07-31 03:00,65750.1015625
2020-07-31 04:00,64998.96875
2020-07-31 05:00,65818.7421875
2020-07-31 06:00,48894.23828125
2020-07-31 07:00,65533.83984375
2020-07-31 08:00,63216.01171875
2020-07-31 09:00,61911.19921875
2020-07-31 10:00,57272.9296875
2020-07-31 11:00,61892.12109375
2020-07-31 12:00,62891.69921875
2020-07-31 13:00,59613.48046875
2020-07-31 14:00,58975.1015625
2020-07-31 15:00,56424.8984375
2020-07-31 16:00,99728.609375
2020-07-31 17:00,97750.453125
2020-07-31 18:00,35456.76171875
2020-07-31 19:00,33891.12890625
2020-07-31 20:00,33891.078125
2020-07-31 21:00,33891.2890625
2020-07-31 22:00,33893.0
2020-07-31 23:00,33892.4296875
2020-08-01 00:00,33892.0
2020-08-01 01:00,33891.4609375
2020-08-01 02:00,33891.19140625
2020-08-01 03:00,33891.7890625
2020-08-01 04:00,33891.890625
2020-08-01 05:00,33891.1796875
2020-08-01 06:00,33890.96875
2020-08-01 07:00,33890.9609375
2020-08-01 08:00,33890.9609375
2020-08-01 09:00,33890.94140625
2020-08-01 10:00,33946.76171875
2020-08-01 11:00,48317.12890625
2020-08-01 12:00,45240.3515625
